canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,prompt,caption
Ludwig van Beethoven,"Sonata No. 24 in F-Sharp Major, Op. 78",train,2008,2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--2.wav,602.757143,"Composer:Ludwig van Beethoven;Title:Sonata No. 24 in F-Sharp Major, Op. 78","Sonata No. 24 in F-Sharp Major by Ludwig van Beethoven, also known as the ""A Thérèse Sonata,"" encapsulates the key of F-Sharp Major in its melodic exploration. The melody swings between gentle and expressive themes, with moments of intensity and emotional depth. With a blend of classical and romantic elements, this Sonata showcases Beethoven's brilliant use of chord progressions, often employing unexpected turns and modulations to create a captivating journey for the listener."
Ludwig van Beethoven,"Sonata No. 24 in F-sharp Major, Op. 78",train,2011,2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_09_Track09_wav.midi,2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_09_Track09_wav.wav,397.6932455,"Composer:Ludwig van Beethoven;Title:Sonata No. 24 in F-sharp Major, Op. 78","Sonata No. 24 in F-sharp Major, Op. 78 by Ludwig van Beethoven is a captivating piano piece filled with the essence of the key of F-sharp Major. The melody is characterized by delicate and lyrical themes, showcasing Beethoven's emotional depth and expressive nuances. The style of this piece can be described as classically structured with a touch of romantic sensibility, blending the refinement of the Classical era with the heartfelt emotion of the Romantic period. Typical chord progressions include harmonies that display Beethoven's masterful use of chromaticism and modulation, enriching the overall harmonious journey of this extraordinary sonata."
Ludwig van Beethoven,"Sonata No. 24 in F-sharp Major, Op. 78, First Movement",train,2008,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--2.wav,278.4211959,"Composer:Ludwig van Beethoven;Title:Sonata No. 24 in F-sharp Major, Op. 78, First Movement","Sonata No. 24 in F-sharp Major, Op. 78, also known as ""A Thérèse"", is a piano composition by Ludwig van Beethoven. This sonata's first movement is characterized by its key signature of F-sharp major, which gives it a bright and shimmering quality. The melody is expressive and lyrical, with graceful and flowing passages contrasting with moments of rhythmic intensity. The style of this piece can be described as classical, showcasing Beethoven's mastery of form and structure. It features typical chord progressions found in classical sonatas, including the use of dominant chords and modulations to related keys."
Ludwig van Beethoven,"Sonata No. 26 in 3-flat Major, Op. 81a (2nd & 3rd Movements)",train,2004,2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_02_Track02_wav.wav,316.5727841,"Composer:Ludwig van Beethoven;Title:Sonata No. 26 in 3-flat Major, Op. 81a (2nd & 3rd Movements)","Sonata No. 26 in 3-flat Major, Op. 81a, composed by Ludwig van Beethoven, is a monumental piano piece known as the ""Les Adieux Sonata."" The second movement, titled ""Abwesenheit"" (The Absence), conveys a sense of longing and sorrow with its haunting melody and delicate phrases. The third movement, titled ""Das Wiedersehen"" (The Return), contrasts the previous movement with its lively and joyful atmosphere, characterized by brilliant passages and virtuosic runs. This sonata showcases Beethoven's mastery of the classical style, featuring typical chord progressions like the use of dominant-tonic cadences and frequent modulations."
Ludwig van Beethoven,"Sonata No. 26 in E-Flat Major, Op. 81a, ""Les Adiex"", First Movement",train,2011,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_14_Track14_wav.midi,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_14_Track14_wav.wav,399.4480514,"Composer:Ludwig van Beethoven;Title:Sonata No. 26 in E-Flat Major, Op. 81a, ""Les Adiex"", First Movement","Sonata No. 26 in E-Flat Major, Op. 81a, ""Les Adieux"" by Ludwig van Beethoven is a significant composition in Beethoven's piano repertoire. The first movement, marked ""Das Lebewohl"" (The Farewell), is characterized by its expressive and grandiose nature. The melody gracefully unfolds over a rich harmonic progression, showcasing Beethoven's mastery of composing emotive and evocative musical phrases. The style of this movement is primarily characterized by dramatic contrasts, passionate melodies, and virtuosic passages, showcasing Beethoven's powerful and expressive writing. The chord progressions often feature unexpected modulations, creating a sense of tension and intrigue throughout the piece."
Ludwig van Beethoven,"Sonata No. 26 in E-flat Major, Op. 81a, I. Das Lebewohl. Adagio - Allegro",train,2015,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--2.wav,407.4552083,"Composer:Ludwig van Beethoven;Title:Sonata No. 26 in E-flat Major, Op. 81a, I. Das Lebewohl. Adagio - Allegro","Sonata No. 26 in E-flat Major, Op. 81a, I. Das Lebewohl, composed by Ludwig van Beethoven, is a profound and expressive piano piece. In this movement, Beethoven showcases his mastery of creating melodies that are both emotive and intricate. The style of this piece can be described as a blend of Classical and Romantic, with Beethoven's signature dramatic dynamic contrasts and complex harmonies. The typical chord progressions in this Sonata include arpeggios, suspensions, and modulations, which add layers of depth and richness to the musical narrative."
Ludwig van Beethoven,"Sonata No. 27 in E Minor, Op. 90",validation,2018,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--3.wav,760.2770175,"Composer:Ludwig van Beethoven;Title:Sonata No. 27 in E Minor, Op. 90","Sonata No. 27 in E Minor, Op. 90 by Ludwig van Beethoven is a profound and introspective piano piece. The key of E minor contributes to its melancholic and emotional character. The melody is characterized by its lyrical and expressive qualities, often shifting between gentle passages and intense virtuosic sections. The style of the sonata is reflective of Beethoven's middle period, displaying a balance between classical forms and romantic expression. Typical chord progressions include dramatic harmonic shifts, rich dissonances, and powerful resolutions, adding to the overall emotional depth of the composition."
Ludwig van Beethoven,"Sonata No. 27 in E Minor, Op. 90, First Movement",validation,2008,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--2.wav,308.5360163,"Composer:Ludwig van Beethoven;Title:Sonata No. 27 in E Minor, Op. 90, First Movement","Sonata No. 27 in E Minor, Op. 90, First Movement is a captivating piano piece composed by Ludwig van Beethoven. The key of E Minor sets a melancholic and introspective atmosphere throughout the movement. The hauntingly beautiful melody gently unfolds, combining expressive phrases with moments of emotional intensity. With its classical style, the piece exhibits Beethoven's trademark dynamic contrasts and dramatic flair. Typical chord progressions include the use of minor chords and modulations that add emotional depth and complexity to the composition."
Ludwig van Beethoven,"Sonata No. 27, Op. 90, I. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck",validation,2017,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--2.midi,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--2.wav,318.4204483,"Composer:Ludwig van Beethoven;Title:Sonata No. 27, Op. 90, I. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck","Sonata No. 27, Op. 90, I. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck by Ludwig van Beethoven is a splendid representation of the composer's late period style. This sonata is written in the key of E minor, evoking a sense of introspection and emotional depth. The melody flows with contrasting sections, oscillating between delicate introspection and passionate outbursts. The style features a mix of classical structure and Beethoven's expressive musical language. Typical chord progressions include unconventional harmonic choices, sudden shifts in tonality, and thrilling modulations, all contributing to the tension and drama of this captivating piano composition."
Ludwig van Beethoven,"Sonata No. 28 in A Major, Op. 101 (Complete)",train,2014,2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--3.wav,1201.079194,"Composer:Ludwig van Beethoven;Title:Sonata No. 28 in A Major, Op. 101 (Complete)","Sonata No. 28 in A Major, Op. 101 by Ludwig van Beethoven is a majestic and introspective piano piece. It is known for its signature key of A Major, which evokes a joyful and optimistic atmosphere. The melody in this sonata is characterized by its expressive and emotional nature, incorporating both delicate and powerful passages. The composition style reflects Beethoven's late period, with intricate harmonies and rich textures. The chord progressions in this sonata are often characterized by unexpected modulations and chromatic passages, showcasing Beethoven's innovative approach to harmonic language."
Ludwig van Beethoven,"Sonata No. 29 in B-flat Major, Op. 106",validation,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--1.wav,2457.807371,"Composer:Ludwig van Beethoven;Title:Sonata No. 29 in B-flat Major, Op. 106","Sonata No. 29 in B-flat Major, Op. 106, also known as the ""Hammerklavier Sonata,"" is one of Beethoven's monumental piano compositions. This sonata is characterized by its grandeur, complexity, and the sheer technical demands it places on the pianist. The melody is filled with powerful and intense themes that navigate between lyrical passages and dramatic virtuosic sections. Beethoven's unique harmonic language is evident in this sonata, with rich and daring chord progressions that push the boundaries of the traditional classical style."
Ludwig van Beethoven,"Sonata No. 3 in C Major, Op. 2 No. 3, First Movement",test,2008,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--2.wav,430.0636725,"Composer:Ludwig van Beethoven;Title:Sonata No. 3 in C Major, Op. 2 No. 3, First Movement","Sonata No. 3 in C Major, Op. 2 No. 3, First Movement by Ludwig van Beethoven is a magnificent representation of the Classical era. The key of C Major gives this piece a bright and joyful character. The melody is characterized by its eloquence, with embellishments and trills adding a touch of virtuosity. The style of this movement is predominantly classical and, in typical Beethoven fashion, showcases his mastery of dynamics and contrasts. The chord progressions follow the traditional structure of a sonata form, including a lively exposition, a lyrical development, and a triumphant recapitulation."
Ludwig van Beethoven,"Sonata No. 3 in C Major, Op. 2 No. 3, I. Allegro con brio",test,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--3.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--3.wav,445.68125,"Composer:Ludwig van Beethoven;Title:Sonata No. 3 in C Major, Op. 2 No. 3, I. Allegro con brio","Beethoven's Sonata No. 3 in C Major, Op. 2 No. 3, I. Allegro con brio is a powerful and energetic piece, showcasing the key of C Major throughout. The melody is characterized by strong, bold statements and rhythmic motifs that drive the piece forward. The style of this movement is classic Beethoven, known for its dynamic contrasts and virtuosic passages. Typical chord progressions include dominant-tonic relationships and occasional surprising harmonic twists that add dramatic tension to the music."
Ludwig van Beethoven,"Sonata No. 3 in C Major, Op. 2 No. 3, I. and II. ",test,2015,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--2.wav,894.40625,"Composer:Ludwig van Beethoven;Title:Sonata No. 3 in C Major, Op. 2 No. 3, I. and II. ","Sonata No. 3 in C Major, Op. 2 No. 3, composed by Ludwig van Beethoven, is a masterpiece of his early period. The first movement, marked Allegro con brio, features a lively and energetic melody, with a distinct Classical style. The key of C major lends a bright and uplifting character to the piece. The harmonic structure is built upon traditional chord progressions, often transitioning between tonic, dominant, and subdominant chords.

Moving on to the second movement, marked Adagio, this piece takes a more introspective and melancholic turn. The melody showcases Beethoven's lyrical side, with its tender and expressive phrases. The key of C major adds a sense of grace and purity to the overall atmosphere. The harmonic progression in this movement often features modulations, lending a sense of richness and variety to the piece.

Overall, Sonata No. 3 in C Major, Op. 2 No. 3 is a delightful blend of classical elegance and emotional depth. Beethoven's genius shines through the intricate interplay of melody and harmony, with the key of C major providing a sense of brightness and clarity. The chord progressions in this piece follow the conventional rules of classical tonality, weaving together a compelling musical narrative."
Ludwig van Beethoven,"Sonata No. 3, Op. 2 No. 3 in C major, I. Allegro con brio",test,2017,2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--2.midi,2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--2.wav,450.1548455,"Composer:Ludwig van Beethoven;Title:Sonata No. 3, Op. 2 No. 3 in C major, I. Allegro con brio","Beethoven's Sonata No. 3 in C major, I. Allegro con brio is a dynamic and thrilling piece that showcases the composer's mastery. The key of C major characterizes the overall brightness and optimism of the composition. The melody is marked by its energetic and forceful nature, with lively and robust passages juxtaposed with softer, more lyrical moments. The style can be described as grand and majestic, showcasing Beethoven's signature boldness and passion. Typical chord progressions in this piece include traditional harmonies combined with daring modulations, adding depth and excitement to the overall musical journey."
Ludwig van Beethoven,"Sonata No. 30 in E Major, Op. 109",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--2.wav,1176.402403,"Composer:Ludwig van Beethoven;Title:Sonata No. 30 in E Major, Op. 109","Sonata No. 30 in E Major, Op. 109 by Ludwig van Beethoven is a mesmerizing piano piece. The key of E Major gives it a bright and joyful character. The melody is expressive and lyrical, with flowing arpeggios and poignant themes. The style of this sonata is characterized by Beethoven's signature dramatic and emotional flair. Typical chord progressions include sequences of tonic and dominant chords, as well as unexpected harmonic turns that add depth and tension to the composition."
Ludwig van Beethoven,"Sonata No. 31 In A-flat Major, Op. 110",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--2.wav,1022.544383,"Composer:Ludwig van Beethoven;Title:Sonata No. 31 In A-flat Major, Op. 110","Sonata No. 31 in A-flat Major, Op. 110 by Ludwig van Beethoven is a profound and introspective piano composition. The key of A-flat Major imparts a sense of warmth and lyricism to the piece. The melody exhibits a wide range of emotions, transitioning from moments of melancholy to moments of triumph. It is characterized by intricate counterpoint, intricate harmonic progressions, and expressive use of chords, reflecting Beethoven's innovative and transformative style in the late period of his career."
Ludwig van Beethoven,"Sonata No. 31 in A-Flat Major, Op. 110 (Complete)",train,2014,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--3.wav,1137.437431,"Composer:Ludwig van Beethoven;Title:Sonata No. 31 in A-Flat Major, Op. 110 (Complete)","Sonata No. 31 in A-Flat Major, Op. 110 by Ludwig van Beethoven is a monumental piano composition. The key of A-Flat Major gives it a serene and expressive quality. The melody is filled with contrasting emotions, ranging from introspective moments to bursts of virtuosic brilliance. Beethoven's style in this sonata is characterized by its innovative harmonic progressions and dramatic contrasts between sections. Typical chord progressions include powerful dominant seventh chords resolving to poignant resolutions, highlighting the complexity and depth of the musical journey within the piece."
Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110",train,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--2.wav,1060.721429,"Composer:Ludwig van Beethoven;Title:Sonata No. 31 in A-flat Major, Op. 110","Beethoven's Sonata No. 31 in A-flat Major, Op. 110 is a majestic and profound piano composition. The key of A-flat Major contributes to its rich and expressive character. The melody is beautifully crafted, alternating between lyrical passages and virtuosic flourishes, showcasing Beethoven's mastery of thematic development. The style of this sonata is characterized by its emotional depth, with moments of intense drama and introspection. Typical chord progressions in this piece include classical progressions such as I-V-I, as well as variations and modulations that add depth and complexity to the harmonic structure."
Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110 (Complete)",train,2014,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--2.wav,1063.921212,"Composer:Ludwig van Beethoven;Title:Sonata No. 31 in A-flat Major, Op. 110 (Complete)","Sonata No. 31 in A-flat Major, Op. 110 by Ludwig van Beethoven is a powerful and introspective composition. The key of A-flat Major lends a sense of serenity and nobility to the entire piece. The melody is characterized by a dynamic interplay of emotional intensity and delicate lyricism, showcasing Beethoven's mastery of musical expression. The style of this sonata reflects Beethoven's late period, characterized by dramatic contrasts and profound emotional depth. Typical chord progressions in this piece include the use of conventional harmonic progressions and unexpected modulations, creating a sense of tension and release throughout the composition."
Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110, First movement",train,2011,2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_03_Track03_wav.midi,2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_03_Track03_wav.wav,397.2151477,"Composer:Ludwig van Beethoven;Title:Sonata No. 31 in A-flat Major, Op. 110, First movement","Sonata No. 31 in A-flat Major, Op. 110, First Movement by Ludwig van Beethoven is a profound and introspective piece. The key of A-flat Major gives it a warm and rich character, while the melody is expressive and emotive, showcasing Beethoven's melodic genius. The style of this sonata is characterized by its contrast between delicacy and intense power, presenting a wide range of emotions. Typical chord progressions in this movement include arpeggios, chromatic passages, and harmonic modulations that add depth and complexity to the composition."
Ludwig van Beethoven,"Sonata No. 32 in C Minor, Op. 111",train,2009,2009/MIDI-Unprocessed_06_R1_2009_01-02_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_02_WAV.midi,2009/MIDI-Unprocessed_06_R1_2009_01-02_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_02_WAV.wav,1603.114049,"Composer:Ludwig van Beethoven;Title:Sonata No. 32 in C Minor, Op. 111","Sonata No. 32 in C Minor, Op. 111 by Ludwig van Beethoven is a powerful and introspective piece. The key of C Minor adds a dark and passionate atmosphere to the composition. The melody showcases a range of emotions from despair to triumph, with sections of delicate beauty contrasted by intense and dramatic passages. The style of this sonata is characterized by Beethoven's bold and expressive writing, utilizing dynamic contrasts and complex harmonies. The harmonic progression in this piece follows the traditional Sonata form, with a dramatic and tumultuous first movement followed by a serene and meditative second movement."
Ludwig van Beethoven,"Sonata No. 32 in C Minor, Op. 111 (Complete)",train,2014,2014/MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--2.wav,1585.969301,"Composer:Ludwig van Beethoven;Title:Sonata No. 32 in C Minor, Op. 111 (Complete)","Sonata No. 32 in C Minor, Op. 111 by Ludwig van Beethoven is a renowned piano piece characterized by its intense emotional depth. The key of C minor imbues the composition with a sense of turbulence and melancholy. The melody showcases Beethoven's mastery of creating dramatic contrasts, with passages ranging from hauntingly introspective to virtuosic and passionate. The piece follows a Classical structure but exhibits forward-looking elements with unconventional chord progressions that enhance the sense of tension and resolution."
Ludwig van Beethoven,"Sonata No. 32 in C minor, Op. 111",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--3.wav,1590.102577,"Composer:Ludwig van Beethoven;Title:Sonata No. 32 in C minor, Op. 111","Sonata No. 32 in C minor, Op. 111 by Ludwig van Beethoven is a monumental piece known for its intense and dramatic character. The melody is highly expressive, with intricate passages and lyrical moments that showcase Beethoven's mastery of creating emotional depth. The style of this sonata is characterized by its fusion of classical traditions with elements of Romanticism, showcasing Beethoven's unique and innovative approach to composition. It features typical chord progressions that alternate between dark and brooding moments in C minor with uplifting and triumphant passages in the contrasting major key, creating a dynamic and captivating musical journey."
Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, 1st mov.",train,2013,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--2.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--2.wav,330.7635581,"Composer:Ludwig van Beethoven;Title:Sonata No. 4 in E-flat Major, Op. 7, 1st mov.","The Sonata No. 4 in E-flat Major, Op. 7 by Ludwig van Beethoven is a captivating piece that showcases the composer's early Romantic period style. The key of E-flat Major contributes to the warm and rich tonality of the piece, creating a sense of grandeur and elegance. The melody in the first movement is characterized by lyrical and expressive themes, often employing flowing arpeggios and dramatic contrasting passages. The style of this sonata reflects a balance between classical structure and Beethoven's own expressive innovations. Typical chord progressions found in this piece include traditional tonic-dominant relationships, occasional chromatic harmonies, and unexpected harmonic turns that heighten the emotional intensity of the music."
Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, First Movement",train,2011,2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_13_Track13_wav.midi,2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_13_Track13_wav.wav,332.583802,"Composer:Ludwig van Beethoven;Title:Sonata No. 4 in E-flat Major, Op. 7, First Movement","Sonata No. 4 in E-flat Major, Op. 7, First Movement by Ludwig van Beethoven is a famous piano composition filled with charm and elegance. The key of E-flat Major gives it a warm and bright character. The melody is characterized by virtuosic passages and beautiful lyrical themes, showcasing Beethoven's ability to evoke a range of emotions. The style of the piece can be described as classical, yet it foreshadows the dramatic and expressive nature that would become characteristic of Beethoven's later works. The typical chord progressions feature traditional harmonies with occasional unexpected harmonic turns, adding depth and intrigue to the musical journey."
Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, I. Allegro molto e con brio",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--2.wav,338.4729167,"Composer:Ludwig van Beethoven;Title:Sonata No. 4 in E-flat Major, Op. 7, I. Allegro molto e con brio","Sonata No. 4 in E-flat Major, Op. 7, I. Allegro molto e con brio by Ludwig van Beethoven is a dynamic and expressive piano piece. It showcases the key of E-flat Major with bold and spirited melodies that exude a sense of energy and enthusiasm. The style of this movement is characterized by its fiery passages and virtuosic fingerwork. The chord progressions often include decisive and dramatic shifts that enhance the intensity and power of the composition."
Ludwig van Beethoven,"Sonata No. 5 in C Minor, Op. 10 No. 1, First Movement",test,2011,2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_03_Track03_wav.midi,2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_03_Track03_wav.wav,271.5088097,"Composer:Ludwig van Beethoven;Title:Sonata No. 5 in C Minor, Op. 10 No. 1, First Movement","The first movement of Beethoven's Sonata No. 5 in C Minor, Op. 10 No. 1 is a striking piece in a minor key. The melody is characterized by its expressive and emotional quality, alternating between intense and lyrical passages. The style of the movement is classical, showcasing Beethoven's mastery of form and structure. Typical chord progressions include dramatic chromatic shifts, powerful dominant chords, and moments of harmonic tension and release."
Ludwig van Beethoven,"Sonata No. 5 in C Minor, Op. 10 No. 1, I. Allegro molto e con brio",test,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--2.wav,236.0416667,"Composer:Ludwig van Beethoven;Title:Sonata No. 5 in C Minor, Op. 10 No. 1, I. Allegro molto e con brio","""Sonata No. 5 in C Minor, Op. 10 No. 1, I. Allegro molto e con brio"" by Ludwig van Beethoven is a powerful and dramatic piano composition. The key of C minor lends a dark and intense atmosphere to the music. The melody is characterized by bold and virtuosic passages, showcasing Beethoven's signature style of dynamic contrasts and emotional expression. The piece follows a classical Sonata form, with distinct sections and a development of themes. Typical chord progressions in this piece include dramatic shifts between minor and major tonalities, adding to the overall intensity of the music."
Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--1.wav,1254.063917,"Composer:Ludwig van Beethoven;Title:Sonata No. 7 in D Major, Op. 10 No. 3","Sonata No. 7 in D Major, Op. 10 No. 3 by Ludwig van Beethoven is a captivating and vibrant piece for piano. The key of D Major infuses the composition with a sense of optimism and brightness. The melody in this sonata is characterized by delicate and lyrical passages that showcase Beethoven's gift for creating beautiful musical phrases. The style of this piece is classically structured, with a balanced and refined form. Typical chord progressions include the use of tonic and dominant chords to create harmonic tension and release, adding depth and emotion to the overall composition."
Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3, 1st mov.",train,2013,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--1.wav,283.6068211,"Composer:Ludwig van Beethoven;Title:Sonata No. 7 in D Major, Op. 10 No. 3, 1st mov.","Sonata No. 7 in D Major, Op. 10 No. 3, 1st mov. by Ludwig van Beethoven is a vibrant and energetic piece. The key of D Major provides a bright and joyful atmosphere throughout the composition. The melody is characterized by its lively and playful nature, with moments of elegant grace. The style of this sonata is classical with a touch of romantic elements, showcasing Beethoven's mastery of shaping emotions within a structured musical form. Typical chord progressions in this piece include the use of dominant and tonic chords, offering harmonic tension and resolution, creating a dynamic and satisfying musical experience."
Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3, First Movement",train,2011,2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_15_Track15_wav.midi,2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_15_Track15_wav.wav,278.1327347,"Composer:Ludwig van Beethoven;Title:Sonata No. 7 in D Major, Op. 10 No. 3, First Movement","Sonata No. 7 in D Major, Op. 10 No. 3 by Ludwig van Beethoven is a vibrant and uplifting piece. Its first movement is characterized by its lively and playful melody, featuring rapid arpeggios and runs that showcase Beethoven's technical prowess. The style of this sonata can be described as classical with elements of the early Romantic period, blending symmetry and formal structures with emotional intensity. The typical chord progressions in this piece include dominant-tonic relationships, frequent modulations, and expressive use of chromaticism."
Ludwig van Beethoven,"Sonata No. 7, Op. 10 No. 3 in D Major, I. Presto",train,2017,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--1.midi,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--1.wav,304.5326958,"Composer:Ludwig van Beethoven;Title:Sonata No. 7, Op. 10 No. 3 in D Major, I. Presto","Beethoven's Sonata No. 7, Op. 10 No. 3 in D Major, I. Presto is a dynamic and energetic composition. The key of D Major brings a sense of brightness and jubilation to the piece. The melody is marked by rapid, virtuosic passages and intense musical dialogue between the hands, showcasing Beethoven's masterful use of contrast. The style can be described as the perfect blend of classical elegance and Beethoven's own fiery temperament. The typical chord progressions in this movement include bold tonic-dominant progressions, unexpected harmonic shifts, and powerful cadences, creating a thrilling and passionate musical journey."
